295,Do you collect anything?,I'd like to make a collect call to Los Angeles.,We examined the following magazines to collect the data.
296,Close the door when you leave.,Tell them to call me before they leave.,How much do you leave for a tip in Spain?
297,I run at least a kilometre every morning.,I'm used to going for two kilometre daily walks.,There's a bridge about a kilometre upstream.
298,"The spirit is willing, but the flesh is weak.",The strong will survive and the weak will die.,The strong must help the weak.
299,Your tie blends well with your suit.,Your tie has come undone.,Tie your shoelaces.
300,His low salary prevents him from buying the house.,Lots of low trees grow on the hill.,I'm feeling low.
301,"On average, these packages weigh two pounds.","Can you weigh this, please?",You can weigh your baggage in this balance.
302,"When you breathe out in cold weather, you can see your breath.",The concert hall was so jam-packed there wasn't room to breathe.,The very air we breathe is polluted with smog from the factory chimneys.
303,Meg has a facility for languages.,Littering in this facility is subject to a maximum fine of $500.,He wrote a letter with great facility.
304,Dangers give relish to an adventure.,I went to the South Pacific for a summer of romantic adventure.,Bill has no sense of adventure.
305,"""Pass me the salt, please."" ""Here you are.""","In a town you may pass unnoticed, whereas in a village it's impossible.","If you study earnestly, you can expect to pass the exam."
306,We found the failure of the experiment at the last moment.,Our experiment went wrong last week.,Our experiment has revealed that his report was unreliable.
307,You may as well prepare for your examination.,You should prepare a room for the visitor.,Schools were started to help young people prepare for living in the world.
308,How could I be a robot? Robots don't dream.,I have a dream.,You make me dream.
309,Everyone deserves a second chance.,Any chance you know where I put my keys?,You have a good chance to get well.
310,I told them to send me another ticket.,"If I could send you a marshmallow, Trang, I would.",I'm sick. Will you send for a doctor?
311,Mr Balboa is so well known as to need no introduction.,The speaker was so famous as to need no introduction.,The speaker was so well-known as to need no introduction.
312,"I wouldn't have thought I would someday look up ""Viagra"" in Wikipedia.","It is inevitable that I go to France someday, I just don't know when.",Someday I'll run like the wind.
313,Do you have professional experience?,We learn from experience that men never learn anything from experience.,You must make allowance for his lack of experience.
314,,,
315,"Seen from the sky, the island was very beautiful.",A bridge gives access to the island.,Churches were erected all over the island.
316,We discovered relics of an ancient civilization.,You can see the ancient ruins in the distance.,We must try to preserve the remains of ancient civilizations.
317,Can you make sense of this poem?,You cannot appreciate the poem until you have read it many times.,The students learned this poem by heart.
318,Express your idea clearly.,The express train does not stop between Shibuya and Naka-Meguro.,The express train is an hour faster than the local.
319,He was quite decided in his determination.,"Because of his determination, he was able to tide over the crisis.",He made a determination to be a doctor.
320,It is already eleven.,He's already a man.,Have you got a beard already?
321,What does it mean to have an educated mind in the 21st century?,The old church on the hill dates back to the twelfth century.,Parliament has its beginnings in 14th-century England.
322,"""Love your neighbour as yourself"" is a quotation from the Bible.",A good neighbour is better than a brother far off.,She's our neighbour.
323,The answer leads us to a vicious circle.,It no longer seems to be a perfect circle.,We grew up within our family circle.
324,One third of the earth's surface is desert.,The sea covers nearly three-fourths of the earth's surface.,The surface of the earth rose due to the volcanic activity.
325,Rice is sold by the kilogram.,One kilogram of tomato sauce is equivalent to two kilograms of tomatoes.,I sell rice in bulk or packed in 1 kilogram bags.
326,New problems are often brought up on that TV programme.,We decided to have a last piece on the programme at the year-end party.,What's your favourite TV programme?
327,The professor gave a lecture on the Middle East.,The strong east wind lashed at our faces.,The South East region of England is densely populated.
328,Many men went west in search of gold.,The balloon floated off into the west.,"If the sun were to rise in the west, I wouldn't change my mind."
